,close_price,high_price,low_price,open_price,time,volume
35,225.0400,225.4850,224.6200,225.0135,2018-09-27 15:30:00,3603097
36,225.0000,225.4499,224.9301,225.3800,2018-09-27 14:30:00,2862075
37,225.3669,226.4400,225.3100,226.1301,2018-09-27 13:30:00,2492042
38,226.1200,226.1400,225.3400,225.6000,2018-09-27 12:30:00,2242833
39,225.6000,225.6100,225.0197,225.1700,2018-09-27 11:30:00,1978275
40,225.1700,225.6800,224.9010,225.2100,2018-09-27 10:30:00,3420868
41,225.1700,225.9290,223.5700,223.8100,2018-09-27 09:30:00,9453646
42,220.4800,222.4400,219.7700,222.4400,2018-09-26 15:30:00,4459172
43,222.4271,223.0200,221.7800,222.8400,2018-09-26 14:30:00,2571733
44,222.8400,223.0900,221.6600,222.2500,2018-09-26 13:30:00,2343940
45,222.2200,222.5050,221.9700,222.4900,2018-09-26 12:30:00,1391924
46,222.4631,223.2400,222.2300,223.1900,2018-09-26 11:30:00,1471753
47,223.1800,223.2200,222.5437,222.7900,2018-09-26 10:30:00,2033744
48,222.7513,223.7500,221.0800,221.1300,2018-09-26 09:30:00,6034931
49,222.2000,222.4800,222.0500,222.3500,2018-09-25 15:30:00,2166954
50,222.3300,222.3500,221.6700,221.9400,2018-09-25 14:30:00,1798777
51,221.9300,222.4700,221.7900,222.4500,2018-09-25 13:30:00,1685495
52,222.4795,222.5300,221.9600,222.4500,2018-09-25 12:30:00,1761682
53,222.4300,222.8000,221.7300,221.9300,2018-09-25 11:30:00,3041637
54,221.9100,221.9590,220.3800,220.8000,2018-09-25 10:30:00,2835029
55,220.7966,221.1900,219.7100,219.7100,2018-09-25 09:30:00,5833474
56,220.7900,221.2500,220.2400,220.2700,2018-09-24 15:30:00,3530643
57,220.2600,220.3650,219.7800,219.9500,2018-09-24 14:30:00,1871776
58,219.9475,220.3200,219.8000,219.8650,2018-09-24 13:30:00,1504022
59,219.8699,220.3100,219.6000,220.0900,2018-09-24 12:30:00,2177852
60,220.0825,220.2000,219.5400,219.5500,2018-09-24 11:30:00,3925207
61,219.5200,219.7200,217.5900,217.8400,2018-09-24 10:30:00,4244649
62,217.8600,218.8228,216.6500,216.8000,2018-09-24 09:30:00,6458301
63,217.6500,218.3400,217.2900,217.9400,2018-09-21 15:30:00,8538955
64,217.9300,218.9050,217.8700,218.7100,2018-09-21 14:30:00,4134673
65,218.7100,219.0150,218.1100,218.8103,2018-09-21 13:30:00,2622783
66,218.8400,219.5600,218.8000,219.4500,2018-09-21 12:30:00,2302657
67,219.4100,219.9900,218.6250,219.4600,2018-09-21 11:30:00,3207871
68,219.4400,219.4900,218.3800,218.6000,2018-09-21 10:30:00,4080290
69,218.6200,221.3599,218.5500,221.0000,2018-09-21 09:30:00,15535900
70,220.1100,220.7600,220.0000,220.6200,2018-09-20 15:30:00,3321520
71,220.6400,220.7900,220.1700,220.2800,2018-09-20 14:30:00,2036059
72,220.2800,221.1750,220.0800,220.9800,2018-09-20 13:30:00,2159971
73,220.9955,221.3000,220.6250,220.9385,2018-09-20 12:30:00,1716539
74,220.9100,221.6800,220.6100,220.9900,2018-09-20 11:30:00,2354000
75,220.9700,221.8300,220.5400,221.7400,2018-09-20 10:30:00,3389799
76,221.7300,222.2600,219.2300,220.2900,2018-09-20 09:30:00,8074211
77,218.3400,218.7700,218.2200,218.2500,2018-09-19 15:30:00,2414000
78,218.2300,218.4800,217.3335,217.9500,2018-09-19 14:30:00,2163798
79,217.9300,218.0500,217.5019,217.6500,2018-09-19 13:30:00,1729261
80,217.6737,218.1400,217.5100,218.0300,2018-09-19 12:30:00,1751623
81,218.0300,218.3000,217.1100,217.6065,2018-09-19 11:30:00,3133945
82,217.6500,217.9500,215.9100,216.1800,2018-09-19 10:30:00,4442287
83,216.1900,219.5900,215.3000,218.5600,2018-09-19 09:30:00,9069810
84,218.2500,219.0198,218.1721,218.9700,2018-09-18 15:30:00,3252709
85,218.9800,219.7500,218.5700,219.3700,2018-09-18 14:30:00,2599791
86,219.3546,219.4800,218.5400,218.8000,2018-09-18 13:30:00,2109606
87,218.7800,219.9900,218.3600,219.7100,2018-09-18 12:30:00,2753445
88,219.7200,220.0300,219.3600,219.4900,2018-09-18 11:30:00,2538581
89,219.4700,220.3500,219.3000,220.1800,2018-09-18 10:30:00,4853715
90,220.1400,221.8000,217.1300,217.7000,2018-09-18 09:30:00,10888310
91,217.8400,218.8300,217.2753,218.8000,2018-09-17 15:30:00,5386681
92,218.7900,220.2764,218.3800,219.8101,2018-09-17 14:30:00,3588895
93,219.8100,220.4800,218.6800,219.3499,2018-09-17 13:30:00,5842162
94,219.3500,220.4600,219.2800,220.4200,2018-09-17 12:30:00,2425976
95,220.4100,220.5400,219.5600,219.9600,2018-09-17 11:30:00,2982114
96,220.0000,221.0902,219.2400,221.0797,2018-09-17 10:30:00,5347124
97,221.0700,222.9400,219.7500,222.0800,2018-09-17 09:30:00,8383419
98,223.6600,224.0000,223.5000,223.5700,2018-09-14 15:30:00,2756594
99,223.5498,224.0000,223.3300,223.7100,2018-09-14 14:30:00,2101219
